Id,WnvPresent
1,0.006973599350020118
2,0.0032320122275558295
3,0.006475832042955336
4,0.002445278982477728
5,0.002445278982477728
6,0.002445278982477728
7,0.002445278982477728
8,0.001869817424911005
9,0.0038623702766581182
10,0.0018550460195779646
11,0.004121575500248492
12,0.0014030207487325081
13,0.0014030207487325081
14,0.0014030207487325081
15,0.0014030207487325081
16,0.0013318611755446482
17,0.00551317448165978
18,0.0025945620744752514
19,0.005827932523439826
20,0.001962690786881688
21,0.001962690786881688
22,0.001962690786881688
23,0.001962690786881688
24,0.0016876060135255745
25,0.0022434002870548183
26,0.0014830161018971296
27,0.002371925689900699
28,0.0010567397181692104
29,0.0010567397181692104
30,0.0010567397181692104
31,0.0010567397181692104
32,0.0007053460240050843
33,0.0028592190662569137
34,0.0018905030786634954
35,0.0030229181116180697
36,0.0013472571585201897
37,0.0013472571585201897
38,0.0013472571585201897
39,0.0013472571585201897
40,0.0009102398783878957
41,0.00233025605694725
42,0.0015404781935951597
43,0.0024637451784065793
44,0.0010977031321118547
45,0.0010977031321118547
46,0.0010977031321118547
47,0.0010977031321118547
48,0.0007415749653410596
49,0.0030519556353783353
50,0.0020180718089274742
51,0.0032266537319655536
52,0.0014382211702789285
53,0.0014382211702789285
54,0.0014382211702789285
55,0.0014382211702789285
56,0.0009717260998322225
57,0.003811222824644567
58,0.0025207791702983565
59,0.004029206757681025
60,0.001796746158497382
61,0.001796746158497382
62,0.001796746158497382
63,0.001796746158497382
64,0.0012100421294269717
65,0.0037040737494621503
66,0.0024498205301135547
67,0.00391595335222776
68,0.0017461329979310027
69,0.0017461329979310027
70,0.0017461329979310027
71,0.0017461329979310027
72,0.0011759365666989916
73,0.0060252030332415265
74,0.0039881278902223075
75,0.006055235827317625
76,0.0028438359467564314
77,0.0028438359467564314
78,0.0028438359467564314
79,0.0028438359467564314
80,0.0018027236710984084
81,0.0030340522816225623
82,0.0020062212099565897
83,0.0032077288632444247
84,0.001429770714307899
85,0.001429770714307899
86,0.001429770714307899
87,0.001429770714307899
88,0.0009627821524385223
89,0.0043839347159744515
